nr,pre,match-2,match-1,match,match+1,match+2,post,master_category,notes,Givenness,Factuality,Type,Focus,id,title,n_words,n_tokens,n_w,n_c,n_s,publication_date,text_type,context,respondent_age,respondent_class,respondent_sex,interaction_type,region,author_age,author_domicile,author_sex,author_type,audience_age,domain,difficulty,medium,publication_place,sampling_type,circulation,audience_sex,availability,mode,derived_type,genre,cat_annotator1,cat_annotator2,decision
1732,"  saying oh well she doesn't know whether to vote Tory because They've never been so well off. she's done quite well under them. As Jim said, in six months time if he's redundant she won't be feeling  Yes  the same. it's true. But she said, I said oh  It was ",the ,La ,it ,was ,Will ,"Owen and the Labour government that brought  I said oh Pat just, just, I said have you spoken to a nurse recently? You know, how demoralised they are and the state of the hospitals and things and she said, oh well, nurses er, they, they've always complained that they're hard up and, And they ",c,EMPTY,un,un,unclear,NP,KB8,"34 conversations recorded by `Ann2' (PS14B) on 3 April 1992 with 37 interlocutors, totalling 12018 s-units, 78798 words, and over 8 hours 19 minutes 57 seconds of recordings.",84062,98429,84538,13011,12016,1985-1993,spoken_demographic,---,45-59,AB,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1761,"  forty? There isn't is there? I don't know it, he work, he was gonna work that Michael It's alright. You sure? I'll pick it up in a minute. There's something on the national insu about the national insurance as well, I can't think how he's gonna work that  because ",he ,said ,it ,is ,the ,"ones that are on over forty thousand that are gonna be   Come on there's gonna be nothing left of that. Black banana. No. I don't know erm, do you know what we were saying the other night? How could they be short of money when everybody's always paying in money? Yeah and we'",c,EMPTY,act.giv,fact,canonical,NP,KCG,"20 conversations recorded by `Jane' (PS19L) between 2 and 9 April 1992 with 10 interlocutors, totalling 2998 s-units, 28227 words, and 3 hours 10 minutes 52 seconds of recordings.",30011,33928,30279,3462,2998,1985-1993,spoken_demographic,---,25-34,C2,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1767,"  colour or a different colour? yeah it looks lovely in the square, yeah because I thought it was quite light, but it isn't actually It's the pinky one int it there  it's erm, you shut up, no I went in, I've never been in Weeks, to go in and have a look ",and ,"everything, ",it ,was ,Hamish ,"that was in that time and you can have a right laugh with him, he's the one that came and sorted the hall and stairs  Oh  out for me and erm, when he went in on Monday, erm it was the other one the lad that actually owns it, so I was in there for ",c,EMPTY,new,fact,IP,NP,KCG,"20 conversations recorded by `Jane' (PS19L) between 2 and 9 April 1992 with 10 interlocutors, totalling 2998 s-units, 28227 words, and 3 hours 10 minutes 52 seconds of recordings.",30011,33928,30279,3462,2998,1985-1993,spoken_demographic,---,25-34,C2,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1790,  year  Well I I never thought much of George Roper. I I  he was nothing without Mildred. Mm. Well he  like Harry Worth weren't he? It's er  the way he says things. He could make you laugh by looking at him. I mean he is a comedian. I thought she was the bottom of ,it ,all. ,It ,was ,she ,"that kept the thing going. Well no cos  the show was based on that er Spencer, what was his name? Frank Spencer? Frank Spencer and Betty thing. This show was based on the same thing. He was a s she was the one that's alright and he was the stupid one. Like Frank Spencer used ",c,"(interestingly, the addressee denies that the statement in the cleft is true.)",act.giv,nonfact,IP,NP,KCN,"55 conversations recorded by `Josephine' (PS0FF) between 12 and 20 March 1992 with 8 interlocutors, totalling 7580 s-units, 45451 words, and 7 hours 59 minutes 4 seconds of recordings.",48597,58873,48857,8518,7582,1985-1993,spoken_demographic,---,45-59,C1,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1794," . Yeah we're gonna try this erm  I'm gonna try this thing. See if we can get in to some more  adult edu education while we're off. It's ridiculous. What name did me and Danny come up with?mum and Pam for  driving school? Oh, Hinge and Bracket Driving Academy was it? You ",cheeky ,devil! ,It ,was ,Danny ,"that thought of it, Hinge and Bracket Driving Academy . be a  good'un  Yeah Hinge and Bracket. Hinge and Gasket. Yeah. Yeah it's erm  it's just such a long drawn out palaver they're getting, you know? You don't even want that do you? No, don't want nothing. Just wanna  be left ",c,EMPTY,act.giv,fact,canonical,NP,KCP,"26 conversations recorded by `Joy' (PS0GM) between 13 and 19 March 1992 with 9 interlocutors, totalling 10914 s-units, 77331 words, and 7 hours 4 minutes 13 seconds of recordings.",82459,96472,82988,12596,10913,1985-1993,spoken_demographic,---,45-59,C1,female,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1806,"  mm. But chip shop behind us, but  club  on Thursday nights, they beat chip shop six three. We won Thursday night six three. I've gone right off on the individuals. Can't finish. No I can't. I played Ellen  I'm hopeless. We won  I played  with Ellen in pairs  we won five one  ",Wednesday   ,and ,it ,was ,me ,"that lost . I played with Ellen in pairs. Ellen had played Monday night, her individuals down at  open then she played  who's what? I said to her I didn't even know you were playing. Anyway, she's got through to finals  individuals  has Ellen. And I'm playing with her in erm  and I ",c,EMPTY,new,fact,IP,NP,KCR,"2 conversations recorded by `Joyce' (PS1CA) on 4 April 1992 with 4 interlocutors, totalling 577 s-units, 3696 words, and 24 minutes 54 seconds of recordings.",3886,4637,3907,669,577,1985-1993,spoken_demographic,---,0-14,AB,unknown,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1807," , the thing that gets me going is this, that complete car cost me er six thousand, eight hundred Yeah  and then it's gonna cost a thousand pound to repair it so  Yeah  I mean bloody hell if I er  But how d'ya feel about it once it's repaired? Well it's alright, I ",mean ,if ,it ,was ,the ,"chassis that had gone Er er if it was the chassis had gone, I don't feel very happy at all  No but er, well I mean it's a bolt-on wing  yeah I mean sometimes used to get hammer and chisel to 'em That's right and chisel them off and chip the wing ",c,EMPTY,un,un,unclear,NP,KCS,"15 conversations recorded by `John2' (PS1F1) between 30 January and 6 February 1992 with 8 interlocutors, totalling 2707 s-units, 23532 words, and 2 hours 21 minutes 44 seconds of recordings.",25055,27521,25213,2251,2708,1985-1993,spoken_demographic,---,60+,C1,male,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1811,"  up and touched something  and you  brought it down didn't you? Oh did you? Yeah  Yeah I don't know how I'd dared drive down them narrow roads  No  Yes I did, it started going, I don't know what I did but it started going it started  Well when we got it home ",I ,realized ,it ,was ,the ,"battery lead that was just a little bit of lead  Oh that's all it can be  Yeah something silly like  Yeah  in fact I'd say eight times out of time that's all it ever is Yeah something silly you know  Yeah  like your, your plug leads are, just one's popped off or ",c,EMPTY,new,fact,IP,NP,KCS,"15 conversations recorded by `John2' (PS1F1) between 30 January and 6 February 1992 with 8 interlocutors, totalling 2707 s-units, 23532 words, and 2 hours 21 minutes 44 seconds of recordings.",25055,27521,25213,2251,2708,1985-1993,spoken_demographic,---,60+,C1,male,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1826,"  Phil! we should still be up! We should have won by now! Phil you'll be in the higher class. Oh I can see that! One, two, three, four , five, six,One, two   That one? Yeah, I'm just gonna keep going till I land on the wedding. One, two, three, four, five, six, seven, eight, ","nine, ",ten. ,It ,was ,me ,"that went down first weren't it? Go back down. Yeah ! Eight. No, I went from there ! to there  to fucking there! Yeah, well that don't make, that don't make any difference cos I'm going up  Your not! and I'm selling these off then! I was up there , I was looking forward ",c,EMPTY,act.giv,fact,canonical,NP,KCU,"9 conversations recorded by `Julie' (PS0GF) between 20 and 22 February 1992 with 6 interlocutors, totalling 10696 s-units, 49751 words (duration not recorded).",53859,66210,54100,11424,10696,1985-1993,spoken_demographic,---,15-24,DE,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1840,"  went just after a year, that bloody thing when it packed up, do you remember it was playing in night, in the middle of the night and my dad got up and said what pratt's playing music, it's his own  ha That was lightning weren't it then? Well I do it probably was ",actually ,but ,it ,was ,the ,"switch that had gone, maybe lightning had hopped across the switch, yeah, but erm, that's all it was it was the switch, but er, I mean the thing is it went wrong and they had to pay for it, okay it's only a tenner to have it done, but it, if a C D ",c,EMPTY,new,fact,IP,NP,KCY,"11 conversations recorded by `Keith' (PS0H9) between 10 and 15 January 1992 with 10 interlocutors, totalling 2501 s-units, 24051 words (duration not recorded).",25469,28024,25687,2306,2501,1985-1993,spoken_demographic,---,35-44,C2,male,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1854,"  T I investigating Oh lord. cos it was quite a big company. Oh. But erm  it just er hopefully because yeah but really they're just trying to investigate to make sure that we didn't act fraudulently in any way. Oh yes. Oh good. I mean I don't suppose  Which, which we didn't. ",You ,know ,it ,was ,the    ,"it was the downturn that erm Yes, ooh  you know that started nineteen  nineteen ninety one. What was the business what er did you do? In, in advertising. Advertising oh yes. An advertising agency. Oh. Yeah. But about  a third of the top agencies in our sector all went bust in  Good god. in the last ",c,EMPTY,un,un,unclear,un,KC0,"14 conversations recorded by `Enid' (PS08Y) between 21 and 27 February 1992 with 10 interlocutors, totalling 8028 s-units, 45900 words, and 4 hours 0 minutes 12 seconds of recordings.",48422,58102,48827,8608,8028,1985-1993,spoken_demographic,---,60+,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1870,"  special person's Michael Caine, it looked quite good. Michael Caine? You know Michael Caine? The  Mm  one who did Jekyll and all the Jekyll and Hyde   And what else he did  Did you watch it? Yeah. I didn't re I thought he actually made a person, I didn't realize he made himself into ",a ,person. ,It ,was ,himself ,that changed. I thought it was a bit stupid cos he was such a nice doctor and that. Mm. Who wrote that? Er Heidi's going to be Aladdin in er Wendy  's production. I've learnt my lines but I haven't really. That looks a bit long. You twiddle it like you  do spaghetti . ,c,EMPTY,part.giv,fact,canonical,NP,KC3,"15 conversations recorded by `Frederick' (PS0A8) between 10 and 15 January 1992 with 10 interlocutors, totalling 3930 s-units, 36931 words (duration not recorded).",38825,44680,39159,4969,3932,1985-1993,spoken_demographic,---,60+,AB,male,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1877," that little side door? Well there were all blue and white balloons hanging up in the hall and by the door just these rows and rows of blue balloons and the door opens outwards and Wendy was saying how was she going to get the door open without all these balloons Going. coming out, yeah. So ",no ,doubt ,it ,was ,a ,"boy  that was being christened. I would think so, blue, yeah. So they decided that once the  christening party was in the hall which was gonna be three o'clock, they didn't stand much chance of erm Doing anything. No, so that's why they had it two till three that  day. But it's ",c,EMPTY,inact.giv,fact,canonical,NP,KC3,"15 conversations recorded by `Frederick' (PS0A8) between 10 and 15 January 1992 with 10 interlocutors, totalling 3930 s-units, 36931 words (duration not recorded).",38825,44680,39159,4969,3932,1985-1993,spoken_demographic,---,60+,AB,male,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1892,"   towards  or anywhere, but then you see it can be your weight as well  yeah to climb the stairs, and I think then you tend to panic a bit, I  and I felt most of the time I felt fine, and then you see getting up at five o'clock yesterday morning, by the time I ",got ,"off, ",it ,was ,your ,"father that fell asleep on that last drinking session, but I mean, as I said we ain't used to drinking in the day like that    I mean some of them at the  going in at dinner time and have a couple, three pints it don't hit them does it? No And erm  I  they ",c,EMPTY,part.giv,fact,IP,NP,KC8,"11 conversations recorded by `Gillian' (PS0BY) between 29 November and 6 December 1991 with 6 interlocutors, totalling 1822 s-units, 18878 words, and 2 hours 42 minutes 29 seconds of recordings.",20045,23256,20170,2440,1822,1985-1993,spoken_demographic,---,25-34,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1895,"  I do. Yeah I thought you would. I knew the face. Used to go in for your model paints and  coloured marbles That's right, yeah. There you go. Long time, long time ago. All those years I was there  You haven't, haven't changed . You haven't changed. I mean your face I knew ",straight ,out. ,It ,was ,your ,"hair that got me. Well the grey come through and I was just sort of I thought I can't wait all those years  with dark hair. I had a friend who had long hair and she, she let it grow right the way through. And for nearly seven years she looked like an old woman ",c,EMPTY,new,fact,IP,NP,KC9,"46 conversations recorded by `Ginny' (PS0CG) between 28 November and 6 December 1991 with 9 interlocutors, totalling 7182 s-units, 55039 words, and 6 hours 12 minutes 49 seconds of recordings.",58443,72077,58871,10703,7186,1985-1993,spoken_demographic,---,60+,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1901," nd me , so those two  fucking bought the bags back down fucking legs  and I've just caught this like  running round another, another thing, I thought oh fucking little kid, the next thing I know there's another one  gone pass me like, taken the bags,the handles out of the plastic bags, ",fucking  ,and ,it ,was ,a ,"girl that was going first this time, so I  and sure enough there was a little fucking brat boy coming again, so I just went  flying he sort of looked up at me and rubbed his eye like that and  carried on running after the . I said you come round here sonny you'll . I was ",c,EMPTY,new,un,canonical,NP,KDA,"132 conversations recorded by `Mark3' (PS1GE) between 29 November and ?? December 1991 with 11 interlocutors, totalling 8807 s-units, 71717 words, and over 11 hours 8 minutes 38 seconds of recordings.",75777,91293,76433,10940,8810,1985-1993,spoken_demographic,---,25-34,C2,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1903," 's gotta stay there. We have  Say  bikes to ride home  or cars and Stuart. Somebody needs to  Why does nobody  why's there been so many  accidents involving Alright  Alright  I  there is a fucking  getting killed on  motorbike. Yeah,ni nine times out of ten, particularly when there's ",cars ,around    ,it ,is ,the ,"car driver  that is  at fault. I told you twenty times about that! The actual cycles    Yep. you know. At the end of the day. tough luck! But I ca I can't  unless you cover   all summer  and yet can't see the  the ri bike riding down the road, driving a  Would you see ",c,EMPTY,new,nonfact,IP,NP,KDA,"132 conversations recorded by `Mark3' (PS1GE) between 29 November and ?? December 1991 with 11 interlocutors, totalling 8807 s-units, 71717 words, and over 11 hours 8 minutes 38 seconds of recordings.",75777,91293,76433,10940,8810,1985-1993,spoken_demographic,---,25-34,C2,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1921," u  look at something like that  how  erm  how well represented that was  or representative of the kind of language that wa , that was used by er, ordinary people. At the time, yes. I mean  or is it just the author's view  of how Yeah. erm Well it took him    What? What about  Maisy? Some ",people ,say ,it ,was ,him ,"that wrote it. Oh! Mm. What's   is that Emily again? I'm gonna have  Yes! What do you want ? Is this  our old book?. Mm. I thought so. Yeah.   Alright, you're  ! Fifteen   It's updated now isn't it? Oh aye! They only wanted to ask me their  the name of the place beginning ",c,EMPTY,inact.giv,un,canonical,NP,KDM,"103 conversations recorded by `Raymond' (PS0PN) between 13 and 19 March 1992 with 46 interlocutors, totalling 17138 s-units, 108739 words, and over 1 hour 50 minutes 5 seconds of recordings.",115659,134438,116433,16512,17139,1985-1993,spoken_demographic,---,45-59,C1,male,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1934," tly it was and eventually of course it did come out and there's always been a gap because the one behind Behind, you know everybody you  couldn't straighten out  talk to the dentist's say kids have got to wear braces, so just about everybody has been told  Oh  gotta wear braces so  I ",always ,thought ,it ,was ,only ,"Canada that do it with Yeah  The Americans do that a lot  they're very light weight ones now aren't they?   Oh yes , yes, marvellous so it's glasses, braces and grom grommets in their ears now Grommets? Yeah Who had grommets is it or grommet? Yes it is a grommet well Nearly every nearly ",c,EMPTY,act.giv,nonfact,canonical,NP,KDM,"103 conversations recorded by `Raymond' (PS0PN) between 13 and 19 March 1992 with 46 interlocutors, totalling 17138 s-units, 108739 words, and over 1 hour 50 minutes 5 seconds of recordings.",115659,134438,116433,16512,17139,1985-1993,spoken_demographic,---,45-59,C1,male,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1942,"  the house, it's American, is that the one? No? With Honour Blackman. Honour Blackman was the mother  a grandmother I saw one one episode  I think it was her daughter had a   Saw one. and then there was erm  the feller who was the housekeeper. Yes. I think I saw a bit of one. And ","it, ",well ,it ,was ,her ,"that he was married to but  i he was  he couldn't get over it, it was such a shock to him! Mm. You know, it was really you could see  I like him. he was so surprised! He'd  Wha  come a long way that man! Oh yeah! yes, he's a Cos it was  ",c,EMPTY,new,fact,IP,NP,KDM,"103 conversations recorded by `Raymond' (PS0PN) between 13 and 19 March 1992 with 46 interlocutors, totalling 17138 s-units, 108739 words, and over 1 hour 50 minutes 5 seconds of recordings.",115659,134438,116433,16512,17139,1985-1993,spoken_demographic,---,45-59,C1,male,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1945,"  he went to get the seven o'clock bus it drove past him. Oh God! half seven bus, and there was me waking at ten past seven  picked him up  fucking  dinner and here's me I'm away in here to waken up. See the heat and all  it would just knock you out Yes. ",I ,think ,it ,was ,the ,"wine that made me real tired. See when I go down to John's now  I'm out like a light there. I know. you're waking up, yes, yes y alright,, out again.   Then they tell their da. Do they? That you're asleep. And then  you know the way your he head goes over ",c,EMPTY,act.giv,nonfact,canonical,NP,KDN,"90 conversations recorded by `Raymond2' (PS1HH) between 15 and 17 April 1992 with 10 interlocutors, totalling 7019 s-units, 43638 words, and over 41 minutes 46 seconds of recordings.",46325,56106,46539,7710,7021,1985-1993,spoken_demographic,---,45-59,DE,male,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1952,"  babysitting, but then  and the doors and  and  and I  this filthy, filthy, dirty letter somebody had written to her, some other girl Aha yeah  that she'd chummed about with had written to her  Mhm. and we were gonna get the police to ge w well i it just said the, the short name and ",we ,thought ,it ,was ,a ,"boy that had written  and if it had've been we were gonna get the police because she's under age you see. She's under age, yeah. Mhm. And er  I  so  so I brought her and her three friends that she'd run, chummed about with them  and I give them a good talking ",c,EMPTY,act.giv,nonfact,canonical,NP,KDS,"14 conversations recorded by `Rosemary' (PS0NR) between 14 and 16 April 1991 with 6 interlocutors, totalling 2252 s-units, 14407 words (duration not recorded).",15253,17991,15365,2369,2252,1985-1993,spoken_demographic,---,60+,DE,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1955," ing to this lady and under normal circumstances he would not a she wouldn't have said anything Ooh sorry Margaret! but It's gone on. Oh it's alright, don't worry. she did. Alright. And it was upset of answering  Yeah. him back. Oh! He argued back with her  and  Yeah. she just  Yeah. ",panicked! ,Yeah. ,It ,was ,the ,"argument that did it. Yeah. It did. Oh! And I think it's, it's . Well it doesn't do you any good. It's that little man. Is that the little man? Yes I I know. Yeah. Yeah, him. But it were quite   They were telling him he'd had enough drink and stop  Yeah.   ",c,EMPTY,inact.giv,nonfact,canonical,NP,KDW,"27 conversations recorded by `Sandra2' (PS1C1) between 9 and 16 January 1992 with 25 interlocutors, totalling 8669 s-units, 58393 words (duration not recorded).",61674,72818,62091,9731,8670,1985-1993,spoken_demographic,---,35-44,C1,female,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1974,"  so easy . aren't they? Oh! Well can you imagine any more than English ones. What was the little dog you had? He's not  any work. Yes. I always remember   After my old one. we all had the naughties, used to say. and now when you got this        Once you get out of car and ",I ,thought ,it ,was ,a ,"dog that she had,bu didn't have, she didn't have a dachshund he had a little  No  she had, she had corgis. Woof, woof, woof, woof. Michael, No I'll get it. Whose is that one? Andrew's possible but that won't     Ah  right  I don't want him to stop until his ",c,EMPTY,act.giv,fact,canonical,NP,KD0,"106 conversations recorded by `Kevin' (PS0HM) between 29 November and 5 December 1991 with 14 interlocutors, totalling 13948 s-units, 77692 words, and 10 hours 39 minutes 22 seconds of recordings.",82925,100549,83355,14012,13953,1985-1993,spoken_demographic,---,35-44,C1,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1982,"  camcorder! I wouldn't say I've had experience in  movies. That's the trouble with though  she didn't stop  every time to get ready for the next scene. All she did was  say carry on as normal. No, he did that. Ah! I suppose if you get, when you get there  everything'll be ",alright. ,But  ,it ,was ,your ,"idea of erm  entrances that got me a bit scared. From the top more  from the top. Top. Yeah, but just sa say, if you come from th the top you, you're like a  a waist thing round you and if you fall off that'll catch you. So what do you think? About the ",c,EMPTY,new,fact,IP,NP,KD2,"22 conversations recorded by `Linda' (PS0J1) between 30 January and 2 February 1992 with 9 interlocutors, totalling 3761 s-units, 19822 words (duration not recorded).",21330,25997,21486,4206,3761,1985-1993,spoken_demographic,---,15-24,C1,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
1996,"  most disgruntled the way Geoffrey's getting on, he's not had a single parents evening this year, you know normally you go back to school, you have one September, October which is always too soon yeah he's not had one yeah he's not had one  write to Mr   I'm gonna write, if ","that, ",if ,it ,was ,the ,"drama teacher that said that I'm gonna write to her, I'm gonna put copy to Mr  yeah write to him as well disgusting, as if you don't, you don't need that sort of aggravation from a teacher stirring up trouble like that making the kids making him a laughing stock, he does ",c,EMPTY,act.giv,un,canonical,NP,KD6,"19 conversations recorded by `Martin' (PS0KN) between 11 and 16 January 1992 with 8 interlocutors, totalling 4721 s-units, 39227 words (duration not recorded).",41937,46426,42166,4147,4721,1985-1993,spoken_demographic,---,15-24,DE,male,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2003,"  I said oh  alright then. Work till dinner time or something then, then we're going down, well I'll go in my own bloody car the next time! In front   I'll tell him that he  you won't be using your own car for work again! No I'm not. And, you wouldn't ",mind ,but ,it ,was ,last ,"minute  that he rung up! What a cheek he's got! Call me then when you wanna do the meat. Yeah okay. Put the kettle on for a cuppa. Yeah, I've put erm  put the meat to boil first. Mm . Ain't got no batteries. What am I getting, the spuds? Oh I didn't ",c,"(Not in fact a declarative, rather a hypothetical.)",inact.giv,un,canonical,NP,KD8,"31 conversations recorded by `Martine' (PS0LK) between 12 and 20 March 1992 with 10 interlocutors, totalling 10787 s-units, 76445 words, and over 7 hours 15 minutes 1 second of recordings.",81389,94715,81915,11240,10788,1985-1993,spoken_demographic,---,25-34,C2,female,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2011,"  up we can just say oh yes, what's your ? Now look this is meant to record this, this, this is meant to record life as it is lived, English as she is spoken. You're not meant to bite your tongue like that. Right. Yeah if we  You can swear in the privacy of your ",own ,home. ,It ,was ,your ,"company that I didn't want to swear in front of    not the tape actually  yes alright   No if we er do something so as they have a checklist and we can all, you know like me and Jim say, have a copy to say oh right, can we take your name and address, telephone number  ",c,EMPTY,act.giv,fact,canonical,NP,KD8,"31 conversations recorded by `Martine' (PS0LK) between 12 and 20 March 1992 with 10 interlocutors, totalling 10787 s-units, 76445 words, and over 7 hours 15 minutes 1 second of recordings.",81389,94715,81915,11240,10788,1985-1993,spoken_demographic,---,25-34,C2,female,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2018,"  the wind haven't we? That's it yeah But it's been marvellous really, but they did have snow last weekend, did you have any in last weekend? No Well Brin was working somewhere on your dad's lawn Good god  just a shower , a snow shower no  oh where he was working I don'",t ,"know, ",it ,was ,Ron ,"that was saying last Sunday when I was there Yeah so I don't know where it was, but er, he, he was working Yeah so, where are you working Mike? Ellesmere Port Oh, is it  don't know how long for got a lot of work there? Not much left there now, no No begging ",c,EMPTY,part.giv,fact,ambiguous,NP,KD8,"31 conversations recorded by `Martine' (PS0LK) between 12 and 20 March 1992 with 10 interlocutors, totalling 10787 s-units, 76445 words, and over 7 hours 15 minutes 1 second of recordings.",81389,94715,81915,11240,10788,1985-1993,spoken_demographic,---,25-34,C2,female,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2019,"  like to, would you like to go and see Valerie Yeah I have and er we just went for about ten minutes, but she's alright in herself  Yeah , it's a shame innit? Yeah, there we are I don't know and er they said well they, they'll have no trouble with er compensation ",No ,but ,it ,was ,Shell ,"that ran into her Was it? It wasn't the man's fault really of Shell, it was another car really that caused the Mm trouble sort of thing, but er  I don't know whether they bought it thinking they'll have all this money or what but er No I don't think they'",c,EMPTY,part.giv,fact,IP,NP,KD8,"31 conversations recorded by `Martine' (PS0LK) between 12 and 20 March 1992 with 10 interlocutors, totalling 10787 s-units, 76445 words, and over 7 hours 15 minutes 1 second of recordings.",81389,94715,81915,11240,10788,1985-1993,spoken_demographic,---,25-34,C2,female,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2040,"  it's, she kept go and then I went on to describe how I virtually done not too a dissimilar thing going up the road trying to talk to people about writing in to object, you know with this planning application and erm, I said I sort of knock on someone's door up there and ",I ,thought ,it ,was ,the ,"next door that the husband had died and it was that one Oh dear Mm, mm you can't help putting I'm going to go to the planning committee meeting there Are you? on Monday and then happily leave around about ten o'clock So you can go alright can you? Oh yeah  They'll, ",c,(hedged by 'I thought'),new,fact,IP,NP,KE2,"153 conversations recorded by `Terence' (PS0W2) between 20 and 27 February 1992 with 10 interlocutors, totalling 10080 s-units, 77961 words, and over 12 hours 49 minutes 22 seconds of recordings.",82141,94012,82783,10405,10081,1985-1993,spoken_demographic,---,60+,C2,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2055," , making ponds and things by the looks of things. Making new roads? Making ponds by the looks of things, Oh. yeah. Wonder if the only time I was, when I saw this, was somewhere er when Christopher was with us. You see that's no, oh no parking in this area. Erm  Well it doesn't ",matter ,"really, ",it ,was ,just ,"that I sort of  It looks as if there is a walk down there but we've never been on it but tell you where you may be thinking of, you may be thinking of that walk that goes towards the erm  adventure park  at the other side of Buckfastleigh. No it wasn't, it was ",c,(but unfinished),un,un,unclear,adv,KE2,"153 conversations recorded by `Terence' (PS0W2) between 20 and 27 February 1992 with 10 interlocutors, totalling 10080 s-units, 77961 words, and over 12 hours 49 minutes 22 seconds of recordings.",82141,94012,82783,10405,10081,1985-1993,spoken_demographic,---,60+,C2,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2056,"  were surprised to hear Monsignor  on the phone weren't you? I was , yeah! I've I, when I heard you saying  you recognized his voice I thought to myself well perhaps he's sort of inviting you to er, whatever! Oh aye! and they were going to be here. Yeah , I never thought of that. ","No, ","I, ",it ,was ,just ,"that I, you know, I mean he  I recognized the voice really as he spoke. Yes, distinctive. Got a very Oh yes! very distinctive voice hasn't he? It's still only half past nine so that's not bad! What? I said it's still only half past nine, so that's not bad! Have ",c,(but unfinished),act.giv,fact,canonical,adv,KE2,"153 conversations recorded by `Terence' (PS0W2) between 20 and 27 February 1992 with 10 interlocutors, totalling 10080 s-units, 77961 words, and over 12 hours 49 minutes 22 seconds of recordings.",82141,94012,82783,10405,10081,1985-1993,spoken_demographic,---,60+,C2,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
